,pred,target
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,18,0
10,0,0
11,0,0
12,0,0
13,41,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,1,1
29,1,1
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,23,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,32,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,1,1
61,1,1
62,1,1
63,2,2
64,2,2
65,2,2
66,2,2
67,2,2
68,2,2
69,2,2
70,2,2
71,2,2
72,2,2
73,2,2
74,2,2
75,2,2
76,2,2
77,2,2
78,2,2
79,2,2
80,2,2
81,2,2
82,2,2
83,2,2
84,2,2
85,2,2
86,2,2
87,2,2
88,5,3
89,3,3
90,3,3
91,3,3
92,3,3
93,3,3
94,3,3
95,4,4
96,4,4
97,4,4
98,32,4
99,4,4
100,4,4
101,4,4
102,4,4
103,4,4
104,4,4
105,4,4
106,4,4
107,4,4
108,4,4
109,4,4
110,4,4
111,27,4
112,27,4
113,4,4
114,4,4
115,4,4
116,4,4
117,4,4
118,4,4
119,4,4
120,4,4
121,4,4
122,27,4
123,4,4
124,4,4
125,4,4
126,4,4
127,4,4
128,4,4
129,4,4
130,4,4
131,4,4
132,4,4
133,4,4
134,4,4
135,4,4
136,5,5
137,5,5
138,5,5
139,5,5
140,5,5
141,5,5
142,5,5
143,5,5
144,5,5
145,5,5
146,5,5
147,5,5
148,5,5
149,5,5
150,5,5
151,5,5
152,5,5
153,5,5
154,5,5
155,5,5
156,5,5
157,5,5
158,5,5
159,5,5
160,5,5
161,5,5
162,6,6
163,6,6
164,6,6
165,6,6
166,6,6
167,6,6
168,6,6
169,6,6
170,6,6
171,6,6
172,6,6
173,6,6
174,6,6
175,6,6
176,6,6
177,6,6
178,6,6
179,6,6
180,6,6
181,6,6
182,6,6
183,6,6
184,6,6
185,6,6
186,6,6
187,6,6
188,6,6
189,6,6
190,6,6
191,6,6
192,6,6
193,6,6
194,6,6
195,6,6
196,6,6
197,7,7
198,7,7
199,7,7
200,7,7
201,7,7
202,7,7
203,7,7
204,7,7
205,7,7
206,7,7
207,7,7
208,7,7
209,7,7
210,7,7
211,7,7
212,7,7
213,7,7
214,7,7
215,7,7
216,7,7
217,7,7
218,7,7
219,7,7
220,7,7
221,7,7
222,7,7
223,7,7
224,7,7
225,7,7
226,7,7
227,7,7
228,7,7
229,8,8
230,8,8
231,8,8
232,8,8
233,8,8
234,8,8
235,8,8
236,8,8
237,8,8
238,8,8
239,8,8
240,8,8
241,8,8
242,8,8
243,8,8
244,8,8
245,8,8
246,8,8
247,8,8
248,8,8
249,8,8
250,8,8
251,8,8
252,8,8
253,8,8
254,8,8
255,8,8
256,8,8
257,8,8
258,8,8
259,8,8
260,8,8
261,9,9
262,9,9
263,9,9
264,9,9
265,9,9
266,9,9
267,9,9
268,11,9
269,8,9
270,9,9
271,9,9
272,9,9
273,9,9
274,9,9
275,9,9
276,11,9
277,9,9
278,9,9
279,9,9
280,9,9
281,9,9
282,9,9
283,9,9
284,9,9
285,9,9
286,9,9
287,9,9
288,8,9
289,9,9
290,9,9
291,11,9
292,9,9
293,9,9
294,9,9
295,9,9
296,9,9
297,9,9
298,9,9
299,9,9
300,10,10
301,10,10
302,10,10
303,10,10
304,10,10
305,10,10
306,10,10
307,10,10
308,10,10
309,10,10
310,10,10
311,10,10
312,10,10
313,10,10
314,10,10
315,10,10
316,10,10
317,10,10
318,10,10
319,10,10
320,10,10
321,10,10
322,10,10
323,10,10
324,10,10
325,10,10
326,10,10
327,10,10
328,10,10
329,10,10
330,10,10
331,10,10
332,10,10
333,10,10
334,11,11
335,11,11
336,11,11
337,11,11
338,11,11
339,11,11
340,11,11
341,11,11
342,11,11
343,11,11
344,11,11
345,11,11
346,11,11
347,11,11
348,11,11
349,11,11
350,11,11
351,11,11
352,11,11
353,11,11
354,11,11
355,11,11
356,11,11
357,11,11
358,11,11
359,11,11
360,11,11
361,11,11
362,11,11
363,11,11
364,11,11
365,11,11
366,11,11
367,11,11
368,11,11
369,11,11
370,11,11
371,11,11
372,11,11
373,11,11
374,11,11
375,11,11
376,11,11
377,11,11
378,11,11
379,11,11
380,11,11
381,11,11
382,11,11
383,11,11
384,11,11
385,11,11
386,11,11
387,11,11
388,11,11
389,11,11
390,11,11
391,11,11
392,11,11
393,11,11
394,11,11
395,11,11
396,11,11
397,11,11
398,12,12
399,12,12
400,12,12
401,12,12
402,12,12
403,12,12
404,12,12
405,12,12
406,12,12
407,12,12
408,12,12
409,12,12
410,12,12
411,12,12
412,12,12
413,12,12
414,12,12
415,12,12
416,12,12
417,12,12
418,12,12
419,12,12
420,12,12
421,12,12
422,12,12
423,12,12
424,12,12
425,12,12
426,12,12
427,13,13
428,13,13
429,13,13
430,13,13
431,13,13
432,13,13
433,13,13
434,13,13
435,13,13
436,13,13
437,13,13
438,13,13
439,13,13
440,13,13
441,13,13
442,13,13
443,13,13
444,13,13
445,13,13
446,13,13
447,13,13
448,13,13
449,13,13
450,13,13
451,13,13
452,13,13
453,13,13
454,13,13
455,13,13
456,13,13
457,13,13
458,13,13
459,13,13
460,13,13
461,13,13
462,13,13
463,13,13
464,14,14
465,14,14
466,14,14
467,14,14
468,14,14
469,14,14
470,14,14
471,14,14
472,14,14
473,14,14
474,14,14
475,14,14
476,14,14
477,14,14
478,14,14
479,14,14
480,14,14
481,14,14
482,14,14
483,14,14
484,14,14
485,14,14
486,14,14
487,14,14
488,21,14
489,14,14
490,14,14
491,14,14
492,14,14
493,14,14
494,17,14
495,14,14
496,15,15
497,15,15
498,15,15
499,15,15
500,15,15
501,15,15
502,15,15
503,15,15
504,15,15
505,15,15
506,15,15
507,15,15
508,15,15
509,15,15
510,15,15
511,15,15
512,15,15
513,15,15
514,15,15
515,15,15
516,15,15
517,15,15
518,15,15
519,15,15
520,15,15
521,15,15
522,15,15
523,15,15
524,15,15
525,22,15
526,15,15
527,15,15
528,15,15
529,15,15
530,15,15
531,15,15
532,15,15
533,15,15
534,16,16
535,16,16
536,16,16
537,16,16
538,16,16
539,16,16
540,16,16
541,16,16
542,16,16
543,16,16
544,16,16
545,16,16
546,16,16
547,16,16
548,16,16
549,16,16
550,16,16
551,16,16
552,16,16
553,16,16
554,16,16
555,16,16
556,16,16
557,32,16
558,16,16
559,16,16
560,16,16
561,16,16
562,16,16
563,16,16
564,16,16
565,16,16
566,16,16
567,16,16
568,16,16
569,17,17
570,17,17
571,17,17
572,17,17
573,17,17
574,17,17
575,17,17
576,17,17
577,17,17
578,17,17
579,17,17
580,17,17
581,17,17
582,17,17
583,17,17
584,17,17
585,17,17
586,17,17
587,17,17
588,17,17
589,17,17
590,17,17
591,17,17
592,17,17
593,17,17
594,17,17
595,17,17
596,17,17
597,41,18
598,31,18
599,31,18
600,18,18
601,18,18
602,18,18
603,18,18
604,18,18
605,0,18
606,15,18
607,18,18
608,0,18
609,18,18
610,18,18
611,18,18
612,18,18
613,18,18
614,31,18
615,18,18
616,18,18
617,18,18
618,18,18
619,18,18
620,41,18
621,0,18
622,18,18
623,18,18
624,0,18
625,18,18
626,18,18
627,18,18
628,18,18
629,39,18
630,18,18
631,18,18
632,18,18
633,18,18
634,18,18
635,18,18
636,0,18
637,18,18
638,18,18
639,18,18
640,18,18
641,19,19
642,19,19
643,19,19
644,19,19
645,19,19
646,19,19
647,19,19
648,19,19
649,19,19
650,19,19
651,19,19
652,19,19
653,19,19
654,19,19
655,19,19
656,19,19
657,19,19
658,19,19
659,19,19
660,19,19
661,19,19
662,19,19
663,19,19
664,19,19
665,19,19
666,19,19
667,19,19
668,19,19
669,20,20
670,20,20
671,20,20
672,20,20
673,20,20
674,20,20
675,20,20
676,20,20
677,20,20
678,20,20
679,20,20
680,20,20
681,20,20
682,20,20
683,20,20
684,20,20
685,20,20
686,20,20
687,20,20
688,20,20
689,21,21
690,21,21
691,21,21
692,21,21
693,21,21
694,21,21
695,21,21
696,21,21
697,21,21
698,21,21
699,21,21
700,21,21
701,21,21
702,21,21
703,21,21
704,21,21
705,21,21
706,21,21
707,21,21
708,21,21
709,21,21
710,21,21
711,21,21
712,21,21
713,21,21
714,21,21
715,21,21
716,21,21
717,21,21
718,21,21
719,21,21
720,21,21
721,21,21
722,21,21
723,21,21
724,21,21
725,21,21
726,21,21
727,21,21
728,21,21
729,21,21
730,21,21
731,4,21
732,21,21
733,21,21
734,21,21
735,21,21
736,21,21
737,21,21
738,21,21
739,21,21
740,21,21
741,21,21
742,21,21
743,21,21
744,21,21
745,21,21
746,21,21
747,21,21
748,22,22
749,22,22
750,22,22
751,22,22
752,22,22
753,22,22
754,22,22
755,22,22
756,22,22
757,22,22
758,22,22
759,22,22
760,1,22
761,22,22
762,22,22
763,22,22
764,22,22
765,22,22
766,22,22
767,22,22
768,22,22
769,22,22
770,22,22
771,22,22
772,22,22
773,22,22
774,22,22
775,22,22
776,22,22
777,22,22
778,22,22
779,22,22
780,22,22
781,22,22
782,23,23
783,23,23
784,23,23
785,23,23
786,23,23
787,23,23
788,23,23
789,23,23
790,23,23
791,23,23
792,23,23
793,23,23
794,23,23
795,23,23
796,23,23
797,23,23
798,23,23
799,23,23
800,23,23
801,23,23
802,23,23
803,23,23
804,23,23
805,23,23
806,23,23
807,23,23
808,23,23
809,23,23
810,23,23
811,23,23
812,23,23
813,23,23
814,23,23
815,23,23
816,23,23
817,23,23
818,23,23
819,23,23
820,23,23
821,24,24
822,24,24
823,24,24
824,24,24
825,24,24
826,24,24
827,24,24
828,24,24
829,24,24
830,24,24
831,24,24
832,24,24
833,24,24
834,24,24
835,24,24
836,24,24
837,24,24
838,24,24
839,24,24
840,24,24
841,24,24
842,24,24
843,24,24
844,24,24
845,24,24
846,24,24
847,24,24
848,24,24
849,25,25
850,25,25
851,25,25
852,25,25
853,25,25
854,25,25
855,25,25
856,25,25
857,25,25
858,25,25
859,25,25
860,25,25
861,25,25
862,25,25
863,25,25
864,25,25
865,25,25
866,25,25
867,25,25
868,25,25
869,25,25
870,25,25
871,25,25
872,25,25
873,25,25
874,25,25
875,25,25
876,25,25
877,25,25
878,25,25
879,25,25
880,25,25
881,25,25
882,25,25
883,25,25
884,25,25
885,25,25
886,25,25
887,25,25
888,25,25
889,25,25
890,25,25
891,25,25
892,25,25
893,25,25
894,25,25
895,25,25
896,25,25
897,25,25
898,26,26
899,26,26
900,26,26
901,26,26
902,26,26
903,26,26
904,26,26
905,26,26
906,26,26
907,31,26
908,26,26
909,26,26
910,26,26
911,26,26
912,26,26
913,26,26
914,26,26
915,26,26
916,26,26
917,26,26
918,26,26
919,26,26
920,26,26
921,26,26
922,23,26
923,26,26
924,26,26
925,26,26
926,26,26
927,26,26
928,27,27
929,27,27
930,27,27
931,27,27
932,27,27
933,27,27
934,27,27
935,27,27
936,27,27
937,27,27
938,27,27
939,27,27
940,27,27
941,27,27
942,27,27
943,27,27
944,27,27
945,27,27
946,27,27
947,27,27
948,27,27
949,27,27
950,27,27
951,27,27
952,27,27
953,27,27
954,27,27
955,27,27
956,27,27
957,27,27
958,27,27
959,27,27
960,27,27
961,27,27
962,27,27
963,27,27
964,27,27
965,27,27
966,27,27
967,27,27
968,27,27
969,27,27
970,27,27
971,27,27
972,27,27
973,27,27
974,28,28
975,28,28
976,28,28
977,28,28
978,28,28
979,28,28
980,28,28
981,28,28
982,28,28
983,28,28
984,28,28
985,28,28
986,28,28
987,28,28
988,28,28
989,28,28
990,28,28
991,28,28
992,28,28
993,28,28
994,28,28
995,28,28
996,28,28
997,28,28
998,28,28
999,28,28
1000,28,28
1001,28,28
1002,28,28
1003,28,28
1004,28,28
1005,28,28
1006,28,28
1007,28,28
1008,29,29
1009,29,29
1010,29,29
1011,29,29
1012,29,29
1013,29,29
1014,29,29
1015,29,29
1016,29,29
1017,29,29
1018,29,29
1019,29,29
1020,29,29
1021,29,29
1022,29,29
1023,29,29
1024,29,29
1025,29,29
1026,29,29
1027,29,29
1028,29,29
1029,29,29
1030,29,29
1031,29,29
1032,29,29
1033,29,29
1034,29,29
1035,29,29
1036,29,29
1037,29,29
1038,29,29
1039,29,29
1040,29,29
1041,29,29
1042,29,29
1043,29,29
1044,29,29
1045,30,30
1046,30,30
1047,30,30
1048,30,30
1049,30,30
1050,30,30
1051,30,30
1052,30,30
1053,30,30
1054,30,30
1055,30,30
1056,30,30
1057,30,30
1058,30,30
1059,30,30
1060,30,30
1061,30,30
1062,30,30
1063,30,30
1064,30,30
1065,30,30
1066,30,30
1067,30,30
1068,30,30
1069,30,30
1070,30,30
1071,30,30
1072,30,30
1073,30,30
1074,30,30
1075,30,30
1076,30,30
1077,30,30
1078,30,30
1079,30,30
1080,30,30
1081,30,30
1082,30,30
1083,30,30
1084,30,30
1085,30,30
1086,30,30
1087,30,30
1088,30,30
1089,30,30
1090,30,30
1091,30,30
1092,30,30
1093,30,30
1094,30,30
1095,30,30
1096,30,30
1097,30,30
1098,30,30
1099,30,30
1100,30,30
1101,30,30
1102,30,30
1103,30,30
1104,30,30
1105,30,30
1106,30,30
1107,30,30
1108,30,30
1109,30,30
1110,31,31
1111,31,31
1112,31,31
1113,31,31
1114,31,31
1115,31,31
1116,31,31
1117,31,31
1118,31,31
1119,31,31
1120,31,31
1121,31,31
1122,31,31
1123,31,31
1124,31,31
1125,31,31
1126,31,31
1127,31,31
1128,31,31
1129,31,31
1130,31,31
1131,31,31
1132,31,31
1133,31,31
1134,31,31
1135,31,31
1136,31,31
1137,31,31
1138,31,31
1139,31,31
1140,31,31
1141,31,31
1142,31,31
1143,31,31
1144,31,31
1145,31,31
1146,31,31
1147,31,31
1148,31,31
1149,31,31
1150,31,31
1151,31,31
1152,31,31
1153,31,31
1154,31,31
1155,31,31
1156,31,31
1157,31,31
1158,31,31
1159,32,32
1160,32,32
1161,32,32
1162,32,32
1163,32,32
1164,32,32
1165,32,32
1166,32,32
1167,32,32
1168,32,32
1169,32,32
1170,32,32
1171,32,32
1172,32,32
1173,32,32
1174,32,32
1175,32,32
1176,32,32
1177,32,32
1178,32,32
1179,32,32
1180,32,32
1181,32,32
1182,32,32
1183,32,32
1184,32,32
1185,32,32
1186,32,32
1187,32,32
1188,32,32
1189,32,32
1190,32,32
1191,32,32
1192,32,32
1193,32,32
1194,32,32
1195,32,32
1196,32,32
1197,32,32
1198,32,32
1199,32,32
1200,32,32
1201,32,32
1202,32,32
1203,32,32
1204,32,32
1205,32,32
1206,32,32
1207,32,32
1208,32,32
1209,32,32
1210,32,32
1211,32,32
1212,32,32
1213,32,32
1214,32,32
1215,32,32
1216,33,33
1217,33,33
1218,33,33
1219,33,33
1220,33,33
1221,33,33
1222,33,33
1223,33,33
1224,33,33
1225,33,33
1226,33,33
1227,33,33
1228,10,33
1229,33,33
1230,33,33
1231,33,33
1232,33,33
1233,33,33
1234,33,33
1235,33,33
1236,33,33
1237,33,33
1238,33,33
1239,33,33
1240,33,33
1241,33,33
1242,33,33
1243,33,33
1244,33,33
1245,33,33
1246,33,33
1247,33,33
1248,33,33
1249,33,33
1250,33,33
1251,33,33
1252,23,33
1253,33,33
1254,33,33
1255,33,33
1256,34,34
1257,34,34
1258,34,34
1259,34,34
1260,34,34
1261,34,34
1262,34,34
1263,34,34
1264,34,34
1265,34,34
1266,34,34
1267,34,34
1268,34,34
1269,34,34
1270,34,34
1271,34,34
1272,34,34
1273,34,34
1274,34,34
1275,34,34
1276,34,34
1277,34,34
1278,34,34
1279,34,34
1280,34,34
1281,34,34
1282,34,34
1283,34,34
1284,34,34
1285,34,34
1286,34,34
1287,34,34
1288,34,34
1289,34,34
1290,34,34
1291,35,35
1292,35,35
1293,35,35
1294,35,35
1295,35,35
1296,35,35
1297,35,35
1298,35,35
1299,35,35
1300,32,35
1301,35,35
1302,35,35
1303,35,35
1304,35,35
1305,35,35
1306,35,35
1307,35,35
1308,35,35
1309,35,35
1310,16,35
1311,35,35
1312,35,35
1313,35,35
1314,35,35
1315,35,35
1316,35,35
1317,35,35
1318,35,35
1319,35,35
1320,35,35
1321,21,35
1322,35,35
1323,35,35
1324,35,35
1325,35,35
1326,32,35
1327,36,35
1328,35,35
1329,35,35
1330,35,35
1331,35,35
1332,36,36
1333,27,36
1334,36,36
1335,32,36
1336,36,36
1337,32,36
1338,36,36
1339,36,36
1340,36,36
1341,36,36
1342,36,36
1343,36,36
1344,36,36
1345,36,36
1346,36,36
1347,36,36
1348,36,36
1349,35,36
1350,36,36
1351,36,36
1352,36,36
1353,36,36
1354,36,36
1355,36,36
1356,36,36
1357,32,36
1358,36,36
1359,36,36
1360,36,36
1361,36,36
1362,36,36
1363,36,36
1364,36,36
1365,1,36
1366,36,36
1367,36,36
1368,36,36
1369,33,36
1370,37,37
1371,37,37
1372,37,37
1373,37,37
1374,37,37
1375,37,37
1376,37,37
1377,37,37
1378,37,37
1379,37,37
1380,37,37
1381,37,37
1382,37,37
1383,37,37
1384,37,37
1385,37,37
1386,37,37
1387,37,37
1388,37,37
1389,37,37
1390,37,37
1391,37,37
1392,37,37
1393,37,37
1394,37,37
1395,37,37
1396,37,37
1397,37,37
1398,37,37
1399,38,38
1400,38,38
1401,38,38
1402,38,38
1403,38,38
1404,38,38
1405,38,38
1406,38,38
1407,38,38
1408,38,38
1409,38,38
1410,38,38
1411,38,38
1412,38,38
1413,38,38
1414,38,38
1415,38,38
1416,38,38
1417,38,38
1418,38,38
1419,38,38
1420,38,38
1421,38,38
1422,38,38
1423,38,38
1424,38,38
1425,38,38
1426,38,38
1427,38,38
1428,38,38
1429,38,38
1430,38,38
1431,38,38
1432,38,38
1433,38,38
1434,39,39
1435,39,39
1436,39,39
1437,39,39
1438,39,39
1439,39,39
1440,39,39
1441,39,39
1442,39,39
1443,39,39
1444,39,39
1445,39,39
1446,39,39
1447,39,39
1448,39,39
1449,39,39
1450,39,39
1451,39,39
1452,39,39
1453,39,39
1454,39,39
1455,39,39
1456,39,39
1457,39,39
1458,39,39
1459,39,39
1460,39,39
1461,38,39
1462,39,39
1463,39,39
1464,39,39
1465,39,39
1466,39,39
1467,39,39
1468,39,39
1469,39,39
1470,39,39
1471,39,39
1472,39,39
1473,40,40
1474,40,40
1475,40,40
1476,40,40
1477,40,40
1478,40,40
1479,40,40
1480,40,40
1481,40,40
1482,40,40
1483,40,40
1484,40,40
1485,40,40
1486,40,40
1487,40,40
1488,40,40
1489,40,40
1490,40,40
1491,40,40
1492,40,40
1493,30,40
1494,40,40
1495,40,40
1496,40,40
1497,40,40
1498,40,40
1499,40,40
1500,40,40
1501,40,40
1502,40,40
1503,40,40
1504,40,40
1505,40,40
1506,40,40
1507,40,40
1508,40,40
1509,40,40
1510,40,40
1511,40,40
1512,40,40
1513,40,40
1514,40,40
1515,40,40
1516,40,40
1517,40,40
1518,40,40
1519,40,40
1520,40,40
1521,40,40
1522,40,40
1523,40,40
1524,40,40
1525,40,40
1526,40,40
1527,41,41
1528,41,41
1529,41,41
1530,41,41
1531,41,41
